,IncidentId,EntityType,Tier,CpuSyslogErrors_pers_1h,InterfaceDownDuration_mv,HighInterfaceUtilT3WAN_mv,NtpError_mv,MemErrors_mv,FIBErrors_pers_1h,DuplicateIP_mv,LinkStatus_mv,HardwareErrors_mv,NGSvsMSAssetName_mv,VoltageError_mv,defaultMTUSize_pers_1h,NGSvsLLDPWAN_pers_1h,NetscanPayloadPathsMultiple_pers_1h,NGSvsLLDPt1t0_mv,InterfaceUnsecured_pers_1h,Hw3Drop_pers_1h,BadOSVersion_pers_1h,HAFailover_pers_1h,SystemUsageHigh_mv,PfcPauseFrames_pers_1h,DupDeviceName_pers_1h,NetscanPayloadPodSetPaths_pers_1h,HighInterfaceLinkUtilization_pers_1h,PortExhaustion_pers_1h,ServerTorPktDiscards_pers_1h,JuniperSSGStateChange_pers_1h,GraphMissingMgmt_mv,ServerTorInterfaceErrorsCountThreshold_mv,SSHReachability_pers_1h,HSRPStateChange_mv,TooManyT1sDown_pers_1h,NGSvsMSAssetSN_pers_1h,MaxprefixExceeded_pers_1h,ServerTorInterfaceFlaps_mv,ISISDown_pers_1h,SONiCErrors_mv,ServerTorInterfaceErrorsPercentageThreshold_mv,DeviceDataPlaneDownBGP_mv,FIBErrors_mv,PingmeshPktLoss_pers_1h,FanFailure_pers_1h,IBCongestedBandwidth_pers_1h,NetscanPktLoss_pers_1h,BGPGlobalShutDown_mv,NGSDuplicateStaticIP_pers_1h,TemperatureErrors_mv,SNMPHighMemory_pers_1h,BgpDelay_mv,SnmpCpu_mv,FabricDegraded_pers_1h,NetscanPayloadPathsMultiple_mv,LdpDown_mv,NGSvsMSAssetName_pers_1h,PhynetInterfaceFlaps_pers_1h,InterfaceDownDuration_pers_1h,MaxprefixThr_mv,DupDeviceName_mv,LdpDown_pers_1h,NetscanPayloadPaths_pers_1h,ServerTorPktDiscards_mv,SnmpReachability_mv,SpanTreeErrors_mv,CPVPolicyFailure_mv,SONiCErrors_pers_1h,NetscanPayloadPaths_mv,HardwareErrorsSev2_pers_1h,MultipleReboot_mv,PhynetFCSErrors_mv,ProcessShutdown_mv,LPMUtilization_mv,PowerSupplyDown_pers_1h,DefaultRouteMismatch_pers_1h,SpanTreeErrors_pers_1h,HAFailover_mv,IBBandwidthSpeedMode_mv,DupStaticIP_mv,BgpDelay_pers_1h,NetscanLinksMultiple_pers_1h,FabricDegraded_mv,BGPFlap_mv,SoftwareErrors_mv,DuplicateSerialNumber_pers_1h,NetscanPktLoss_mv,DeviceReload_mv,GraphMissingMgmt_pers_1h,TooManyT2sDown_pers_1h,InterfaceUnsecured_mv,MultipleReboot_pers_1h,BGPHoldTimer_mv,TORReboot_mv,NetscanPayloadAlertPodSetPaths_mv,NetscanPayloadAlertPodSetPaths_pers_1h,IBBandwidthSpeedMode_pers_1h,IfOperStatus_mv,BGPHoldTimer_pers_1h,ServerTorFCSErrors_mv,DeviceDown_mv,NGSvsLLDPWAN_mv,BGPDown_pers_1h,SONiCSNMPHighCPU_mv,DiskFailures_pers_1h,OSPFDown_pers_1h,JuniperSSGStateChange_mv,NetscanBadDevice_mv,NetscanLinksMultiple_mv,NonProdWithProdTraffic_mv,DefaultRouteMismatch_mv,LinkStatus_pers_1h,PowerSupplyRedundancy_mv,ExceessiveSyslogs_mv,NoSysLog_mv,PhynetPktDiscards_mv,HAIneligible_mv,PortExhaustion_mv,PhynetInterfaceErrorsCountThreshold_pers_1h,BGPFlap_pers_1h,SONiCSNMPHighMemory_pers_1h,IBCongestedBandwidth_mv,NtpError_pers_1h,PingmeshPktLoss_mv,defaultMTUSize_mv,CpvBackup_mv,PhynetFCSErrors_pers_1h,SoftwareErrorsSev2_mv,ExEraseExecutions_pers_1h,IBUFMTimeDifference_mv,IBLinkDown_mv,HighInterfaceUtilT0T2_pers_1h,SnmpLoopbackReachability_pers_1h,TempSNMP_mv,GraphMissingUplink_pers_1h,NetscanPayloadAlertPaths_mv,SnmpReachability_pers_1h,PhynetPktDiscards_pers_1h,NetscanPayloadPodSetPaths_mv,MgmtInterfaceFlaps_pers_1h,LPMUtilization_pers_1h,DupManagementIP_mv,PfcPauseFrames_mv,NetscanPayloadAlertPaths_pers_1h,CPVPolicyFailure_pers_1h,TeamdExpired_mv,DeviceDownFlood_pers_1h,HAIneligible_pers_1h,PowerSupplyRedundancy_pers_1h,ExEraseExecutions_mv,IBLinkErrorRecovery_mv,BadOSVersion_mv,ServerTorInterfaceErrorsPercentageThreshold_pers_1h,TeamdExpired_pers_1h,SSHReachability_mv,SnmpVoltage_pers_1h,Tier1TrafficOutlier_mv,HardwareErrorsSev2_mv,TacacsUnreachable_mv,MaxprefixThr_pers_1h,ServerPingmeshPktLoss_mv,LineCardDown_pers_1h,IBUFMTimeDifference_pers_1h,HSRPStateChange_pers_1h,SnmpLoopbackReachability_mv,PowerSupplyDown_mv,TacacsUnreachable_pers_1h,IBLinkDown_pers_1h,NoGoldConfig_pers_1h,NGSvsLLDPt1t0_pers_1h,NGSvsLLDPt1t2_pers_1h,ServerTorInterfaceErrorsCountThreshold_pers_1h,DeviceDataPlaneDownBGP_pers_1h,NoGoldConfig_mv,DuplicateSerialNumber_mv,DupManagementIP_pers_1h,SnmpVoltage_mv,MgmtInterfaceFlaps_mv,SyslogOutliers_mv,NonProdWithProdTraffic_pers_1h,TORReboot_pers_1h,NGSDuplicateStaticIP_mv,ServerPingmeshPktLoss_pers_1h,CpvBackup_pers_1h,NoSysLog_pers_1h,NGSvsLLDPt1t2_mv,DeviceDownFlood_mv,TemperatureErrors_pers_1h,ISISDown_mv,VRRPStateChange_pers_1h,Tier1TrafficOutlier_pers_1h,DupStaticIP_pers_1h,SyslogOutliers_pers_1h,SnmpCpu_pers_1h,VoltageError_pers_1h,DeviceDown_pers_1h,PhynetInterfaceErrorsPercentageThreshold_pers_1h,TCAMAboveThr_mv,CpuSyslogErrors_mv,NGSvsMSAssetSN_mv,Hw3Drop_mv,HighInterfaceUtilT0T2_mv,TCAMAboveThr_pers_1h,TempSNMP_pers_1h,OSPFDown_mv,TooManyT2sDown_mv,HighInterfaceUtilT3WAN_pers_1h,DuplicateIP_pers_1h,BGPGlobalShutDown_pers_1h,VRRPStateChange_mv,DiskFailures_mv,FanFailure_mv,ExceessiveSyslogs_pers_1h,PhynetInterfaceErrorsPercentageThreshold_mv,ProcessShutdown_pers_1h,LineCardDown_mv,SoftwareErrors_pers_1h,NetscanBadDevice_pers_1h,HighInterfaceLinkUtilization_mv,PhynetInterfaceFlaps_mv,ServerTorInterfaceFlaps_pers_1h,QCHardwareDrops_mv,GraphMissingSerialConsole_pers_1h,SoftwareErrorsSev2_pers_1h,BGPDown_mv,MemErrors_pers_1h,MaxprefixExceeded_mv,SystemUsageHigh_pers_1h,IBLinkErrorRecovery_pers_1h,IfOperStatus_pers_1h,GraphMissingSerialConsole_mv,TooManyT1sDown_mv
0,223,cluster_switch,t0,0.9181599273258934,0.9594520742693642,0.3723410083183137,0.7428196581293685,0.6259635858863041,0.2003005322560855,0.9165320229502152,0.7833340647482187,0.6134660467651921,0.9333677072982454,0.0478699979743114,0.9839310096144056,0.3864081179478201,0.8377595215952536,0.7642654760251624,0.89397003596232,0.8946847615282669,0.4994044259423592,0.7051709014831127,0.1769665206008028,0.5658285818335165,0.6832862036711934,0.9395195487987044,0.4457283958874203,0.5360237777116852,0.0447285260637665,0.1688177257374457,0.3434559853808692,0.0253063432083192,0.7855194523982704,0.880068246326809,0.1448394381718011,0.2366538516135135,0.3117820540520015,0.4912851468370873,0.967348975873152,0.7274225544970913,0.2802672623724698,0.7189995583050128,0.9616956627373796,0.2528010120430148,0.7140562809477895,0.861392213484114,0.3562162477485823,0.9797786718578144,0.5341190715124904,0.3440658372855859,0.1194810799606586,0.90813084549659,0.7993502614236397,0.8302924639381517,0.1485271150692432,0.6045147304596734,0.8696044504223305,0.6361751681990279,0.4850493597770294,0.8810476607974121,0.901343179743028,0.9920949629831496,0.1304224867680645,0.7647743956686612,0.3661404168348547,0.4122921592856271,0.4687105472061824,0.5421279687066906,0.1747381452813965,0.3070619936684151,0.7608170362848958,0.6421286427648815,0.0949428331510379,0.8976360018361539,0.9736881787020376,0.6451953325059859,0.2278316407498226,0.1816418920491875,0.444867680087641,0.7545919364294558,0.789929988224577,0.9159085368783108,0.0092719432549415,0.6778079372816601,0.876026844123488,0.4572194921811784,0.4749616225222349,0.4322869219633508,0.9794229199608224,0.1190120371213945,0.7388028787616986,0.2291899788399058,0.8891956501476961,0.791196379526616,0.7157483828390565,0.2717476831963055,0.3748505694486296,0.4945030716991737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,237,cluster_switch,t0,0.8552821414182267,0.798453079359957,0.9100889290021312,0.8392564937739094,0.9932901744923224,0.7590131307974604,0.465548199986783,0.5369888763520673,0.6156516365092799,0.8361208014305851,0.5288093597780499,0.4658035864717095,0.9889526440085292,0.4456228542133158,0.3593348749049501,0.954819621107872,0.0394947224672505,0.7829075576947633,0.8054358438984104,0.2084163703598053,0.8501122701287418,0.9215650630532572,0.2920524012610818,0.9340838424828194,0.3229250824012571,0.5579158002612662,0.8294973763946545,0.7965436466537488,0.8078211175621035,0.0941104190320167,0.6821578916016702,0.5051548774872721,0.7391003718222697,0.4099752233484515,0.8179241432827961,0.2868950636340113,0.4745319269225773,0.5468273376965805,0.4164095521265851,0.4373418548317721,0.901397870602788,0.0384772809545427,0.7950038004797357,0.2172198575669054,0.5922927010841906,0.5294875150677087,0.5655790419650012,0.6203672026715448,0.5756996070447484,0.480359661596187,0.7520363736354966,0.534077030560061,0.8228571515362948,0.8063668456071548,0.3762083440067458,0.239263469434645,0.2955799093529214,0.7018612756884501,0.7590042839490159,0.5617281489369627,0.8230050735689887,0.2679473396520717,0.5950146364924335,0.6612221314256086,0.133639517681919,0.9190985730096168,0.4868227064225392,0.8950777352402655,0.5690850955283552,0.5886926700417402,0.6977722158218667,0.1028059396118492,0.1470222374292087,0.730782117663068,0.4003260414506603,0.5398498904725222,0.9669655027107537,0.6522252475080916,0.4947754334918195,0.2155132585737655,0.3368021560567503,0.9959401035074684,0.6119935030402971,0.8433094883511068,0.506242584169204,0.3559841204113437,0.7959462313642176,0.3460725374807659,0.3914782896574764,0.22122745906083,0.6902648748548504,0.1340140160994112,0.7597104340561639,0.6339386243637435,0.5126714380723362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,237,cluster_switch,t0,0.8533454137071534,0.9150780569172232,0.8027095949859748,0.8364313434448788,0.9510518492522771,0.6020679400342832,0.6952427241943768,0.6285344068382133,0.8985006882164496,0.754107747161568,0.8996306142186823,0.666029156691927,0.9143086745613956,0.3930190955743109,0.9005203004696402,0.6492105316300534,0.9512674827041716,0.5111714300758674,0.9777817343744404,0.7108367705940322,0.8386854587243794,0.3571135749804024,0.3691274188762724,0.7956835296465771,0.7554130746146701,0.6551473610525257,0.9308770002804168,0.7411254833342256,0.6134426618690726,0.9994798004993865,0.6070531536911348,0.4326226424944798,0.9698584044044488,0.9965588682090778,0.2965258094993217,0.1124699019110732,0.4734108280574143,0.8938878920917421,0.637143332149449,0.82251452654867,0.9101042980281756,0.6244801297616336,0.284931892229961,0.2230551115598488,0.1956091786432829,0.3855761560688203,0.9070262702134012,0.3885034166521869,0.6865952990008274,0.9000496901710794,0.3767304242117427,0.9891409376829736,0.2598088422387817,0.4347296587470509,0.91545869094421,0.3453057210093238,0.3118226563887478,0.4049575165758778,0.1516714930502939,0.4546978147190464,0.7852827152053217,0.9360858903053434,0.8292497847569595,0.80119564040796,0.4964804851050021,0.5144955279281112,0.6059933098452519,0.7594269032846354,0.1686511674806703,0.7964234576261462,0.6422437322169653,0.294975040794561,0.9520575250384234,0.954068963230546,0.4424055296823004,0.8415056344050614,0.5166575160593957,0.1863538523103095,0.1764504916735385,0.7936436269075493,0.6896426911288333,0.6663041897157819,0.1558051019116062,0.3861763030700479,0.3321008006569043,0.6582831200542537,0.2976675322422789,0.6060367565066987,0.0476217022744414,0.504392729953744,0.636459975290476,0.8364730573069511,0.9753126074757732,0.4919765592303543,0.4998512785958854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,155,cluster_switch,t0,0.7490116484003873,0.4057950051856008,0.694512862970972,0.7252616195289889,0.9427009091467752,0.9384129854775194,0.652173263557661,0.662692649163847,0.3191991705825688,0.1426031230272985,0.9399667770374224,0.9105565163501272,0.903246623565568,0.7816088477246632,0.4440518025626948,0.8023759036736162,0.8573052177640489,0.9696030473308028,0.114091464894972,0.8114489063187473,0.0770627221186671,0.4249224361773677,0.9717537165771728,0.690776872800692,0.640227544836939,0.9870556144402876,0.6665796609058801,0.611486276424172,0.6971302039907669,0.5764619967062653,0.2204981809052825,0.895353122434699,0.3953563912001655,0.5044751877982662,0.9213414914971916,0.4978351376898512,0.8511507362463722,0.7621158173161108,0.3557679238566479,0.6646193530435704,0.9682967979330896,0.5960344033657464,0.7248751922231284,0.7363490392776114,0.0884086920762086,0.6836406176933462,0.9885967484127514,0.8630651093550284,0.0708333814192357,0.7618423759716819,0.7534428982199116,0.8874128740593157,0.3775852171035992,0.4053145218013777,0.3693238957409405,0.8026108542897995,0.9232001665508264,0.7341265289525845,0.9702571881374336,0.8466143884446439,0.299643733202441,0.8818879487243568,0.9717590077968488,0.1714274688782469,0.8780108825671303,0.4595241797051635,0.3952412458977481,0.3236677906072615,0.9191945567204836,0.8878928397598544,0.3818738301325016,0.3762640106320229,0.086580986342944,0.9582481245561116,0.9607675681617932,0.2194682113990185,0.0712718665140699,0.1202154273877548,0.6977937053194835,0.5627277959331175,0.9171986408627868,0.8737359912552356,0.8725820240299217,0.6608624709358768,0.6620109727345622,0.9863706386582272,0.9166417410571396,0.5833029088815638,0.3787240639796924,0.4704742576417487,0.2192362192683048,0.2865707535171182,0.6457427947344907,0.8679402155539152,0.3534946141330632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,141,cluster_switch,t0,0.7499495730865989,0.6046654712774664,0.7683498412205386,0.6102266650788993,0.259998415626382,0.9952288285105771,0.6157629131033785,0.9216345411300736,0.8284131548789517,0.773381792709456,0.9861018283647784,0.747471058202206,0.3532194165219905,0.9354631916755194,0.6193132590191796,0.1612082418137006,0.7768653830194578,0.6720162216725349,0.9743487420108476,0.7588615812831317,0.6875983554172462,0.8105651234397238,0.613018821464881,0.2857205191011878,0.4912072091009133,0.6944005996053534,0.8696492643493031,0.7804951609242882,0.7871036386051079,0.7499589516479839,0.2711711651588478,0.9830879506674992,0.6609087742654834,0.5629688735057325,0.6191617813483355,0.9519754139830048,0.5980267879375223,0.8839090881033128,0.8760883759214649,0.1808795804071354,0.2542483512907344,0.7679072989539769,0.6055161081533577,0.9741647871366428,0.8880721520481469,0.4544705414793137,0.8137417548276608,0.3065658251822,0.6052604760955144,0.3996605733362021,0.5136971292550041,0.6520249992967795,0.9062013999443465,0.9075090053101325,0.8507923108718771,0.9228633910011574,0.3922801828805434,0.6340587387377592,0.6527377064651761,0.4378529797663211,0.1735642135499648,0.0970591687888494,0.8742883666556703,0.5816070293495573,0.8423099762002809,0.5496417022791737,0.9815830972046246,0.1680592203637669,0.5592478506168277,0.0385151028587266,0.8981501367937297,0.7100883915066402,0.8000086744333237,0.0975831912825677,0.6482189884560258,0.397337543957027,0.726480599138662,0.3765031956613831,0.5199154562131081,0.9672962680189432,0.8134341150743793,0.0906666172118487,0.9504654528621164,0.606715752664218,0.960080955008684,0.1374227363366251,0.8064834995533665,0.1639833652730538,0.9831157101742868,0.1071857266970213,0.4114225299785777,0.2920010574884502,0.8351845499550458,0.4042792880613118,0.4497837703696971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,169,cluster_switch,t0,0.7078448602125926,0.9920337195117116,0.996413204950422,0.9909144451117384,0.5213608184823255,0.7029336796169575,0.7821636382202624,0.6426301176719084,0.9689383675880964,0.52537046877041,0.6706270705107124,0.6629169332015162,0.7818020577797169,0.7126372000291433,0.7799430716654905,0.8552872333954255,0.6620120177753047,0.98552721129096,0.9507896473655544,0.9499386538672756,0.9235726811794484,0.6311453755366617,0.7075094520764729,0.9665459770991356,0.7886918215948512,0.6467094345875872,0.7806855917538494,0.7297189045334143,0.7654717668176999,0.6975074038977893,0.9732773897656952,0.7523483676305827,0.4840398746845794,0.6391714584483741,0.7881232389815941,0.8266162980021402,0.26600980366049,0.463372279322483,0.4894209690937744,0.6698501971888724,0.5357931749446706,0.9959419847081056,0.0198600293961439,0.917914200591747,0.9453785766253646,0.8249694318531553,0.1294237087478417,0.8900515243199935,0.4624624520227275,0.6186394120952386,0.2283516304954439,0.5940440531641185,0.7223177407171086,0.2458980762853456,0.1391326656363258,0.8201435380292491,0.9677644981228344,0.4091964425894517,0.3820318007856185,0.572167088943584,0.7767764616312132,0.4534851068399282,0.1610090894140675,0.3521738017624246,0.8657532297825429,0.3314961119545783,0.7407581217765831,0.7627798590963814,0.833146238485879,0.8251683033155,0.288714282430368,0.5224177856862421,0.3554304168355486,0.0790099711192892,0.9643626999976184,0.798660298507149,0.0698309333660511,0.8045031063373405,0.0420403160541047,0.8826985844048143,0.0511217113804897,0.2309474643782444,0.6476642939649673,0.123317874716436,0.2821785028710453,0.2845796501165136,0.3079155502350026,0.8162037891738458,0.8180837083350612,0.928624288756212,0.3673341882017645,0.9794742415537776,0.1837083605047614,0.4798232147004718,0.9614335102023164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,169,cluster_switch,t0,0.8330090449399158,0.9096824524491748,0.9143289378868168,0.7179091244323987,0.9317654559562464,0.981015065239815,0.964018096767522,0.8488779204525021,0.7069693767687476,0.868387873900963,0.7397249112019152,0.2592802464008463,0.4316072685907818,0.6095062571968296,0.8670931408663739,0.3691117358158492,0.491725656715583,0.1635717460089185,0.0667373769125931,0.9822764183152172,0.6187779573718076,0.6763864373721994,0.6091246535772975,0.4222736728260327,0.9915712409111012,0.9250271790581874,0.2593040226590987,0.4629771121585437,0.7041383528024939,0.4706324364089456,0.7186379092767324,0.6477739744944736,0.8617629105479974,0.9080571645060188,0.3195670539374644,0.5704074473497572,0.7994013954103577,0.4171117170649507,0.7123925973199886,0.4442982292414182,0.3849684802485378,0.4901389145010681,0.8243052618720073,0.7957406357425355,0.4770039511482385,0.7598285082676388,0.3847452834926946,0.974873214264788,0.7999111634728349,0.1528624035305348,0.612591616503446,0.3396776028147039,0.3846731237381015,0.3627205927708998,0.7529176447310393,0.4502628796022062,0.2490376541835997,0.201636502527356,0.0462599448675695,0.958903606452216,0.3232165184835441,0.9542430474499116,0.1273623855274872,0.8946623730104935,0.2278745878449033,0.970099641161288,0.4390590293256318,0.2383183013638921,0.2336072311406998,0.6885785442957079,0.0786780255488484,0.8921537588867928,0.8867478259463244,0.8192508093732026,0.316315927479933,0.63362956902091,0.7038056888777743,0.8787608207563344,0.9479720443160792,0.4425685483080926,0.3400793552082795,0.0589532724088303,0.1264490014661123,0.6841533094240957,0.6219968715400673,0.3728781992196603,0.5546556784458743,0.5082376093131882,0.9142795004900156,0.62437281142201,0.6071698272470084,0.5059601082160736,0.0894877006032117,0.4960276370223513,0.4733706664037725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
